object,confidence,count_gap,variability,difficulty
147,0.9754976,0.9657049,0.10334145,hard
148,0.44024128,0.056181103,0.028203113,hard
149,0.974324,0.96211994,0.10306148,hard
15,0.9763806,0.96635973,0.10355675,hard
150,0.96817297,0.95990205,0.10156547,hard
151,0.9737775,0.9637179,0.102924965,hard
152,0.9774545,0.9721154,0.10381285,hard
153,0.47209388,0.035363108,0.036266733,hard
154,0.45145556,0.007600248,0.034724586,hard
155,0.9735281,0.96173763,0.10286747,hard
156,0.97458637,0.9645103,0.10312046,hard
157,0.9837621,0.9796429,0.10535423,easy
158,0.4856541,0.035081714,0.039337523,hard
159,0.7603144,0.58506614,0.06056957,hard
16,0.821992,0.7053417,0.07062648,hard
160,0.7556137,0.55797696,0.060684625,hard
161,0.9613874,0.94581443,0.0999537,hard
162,0.97803295,0.9720852,0.10395451,hard
163,0.7231336,0.48603052,0.05681359,hard
164,0.9631627,0.94823295,0.100378506,hard
165,0.98011655,0.9742242,0.10446344,easy
166,0.9666959,0.95424604,0.10121643,hard
167,0.9758304,0.9659407,0.10342265,hard
168,0.9665309,0.9567696,0.10117329,hard
169,0.35420486,0.09559032,0.01686339,hard
17,0.9773997,0.9715565,0.103799224,hard
170,0.43205038,0.16133723,0.023296883,hard
171,0.9747347,0.96522224,0.10315535,hard
172,0.9770521,0.9707636,0.1037157,hard
173,0.76203156,0.56917393,0.061665285,hard
174,0.8054167,0.67135453,0.067804635,hard
175,0.97589797,0.9646996,0.10344185,hard
176,0.98378086,0.9796204,0.105358854,easy
177,0.97722036,0.97089076,0.10375599,hard
178,0.73199844,0.51492584,0.057314143,hard
179,0.9822021,0.9766823,0.10497273,easy
18,0.8047387,0.6801913,0.067377254,hard
180,0.97606575,0.96892387,0.10347635,hard
181,0.45650938,0.075303555,0.029792141,hard
182,0.97428733,0.96759206,0.10304336,hard
183,0.9748692,0.96802974,0.10318473,hard
184,0.97742915,0.96871513,0.10380996,hard
185,0.9737815,0.961182,0.10293087,hard
186,0.9854748,0.98206925,0.10577456,easy
187,0.97881377,0.9729123,0.10414419,hard
188,0.9725903,0.9620737,0.10263678,hard
189,0.9625032,0.94793874,0.10021945,hard
19,0.5271928,0.15659243,0.036523953,hard
190,0.49323532,0.09832212,0.03464596,hard
191,0.98137075,0.9762987,0.10476846,easy
192,0.97908807,0.9735315,0.10421145,ambiguous
193,0.97594,0.9653757,0.10345057,hard
194,0.5451624,0.18139046,0.038285356,hard
195,0.9724038,0.9623949,0.10259057,hard
196,0.98216414,0.9770938,0.10496374,easy
197,0.9723551,0.9651873,0.10257491,hard
198,0.9668862,0.9530241,0.101270206,hard
199,0.9706581,0.96009713,0.10216877,hard
2,0.446606,0.17357293,0.02456905,hard
20,0.7910546,0.63126093,0.06586304,hard
200,0.9673167,0.95628756,0.10136306,hard
201,0.9833167,0.97865826,0.10524546,easy
202,0.7457378,0.5711523,0.057862837,hard
203,0.9729287,0.9609241,0.10272256,hard
204,0.9824358,0.97827095,0.105028875,easy
205,0.7652367,0.6167373,0.060531013,hard
206,0.76820976,0.60131985,0.06175358,hard
207,0.97996074,0.97452646,0.10442495,easy
208,0.5075341,0.080622524,0.039478574,hard
209,0.77624434,0.5996047,0.06365747,hard
21,0.96702963,0.95314807,0.10130492,hard
210,0.483919,0.027047932,0.039831594,hard
211,0.9752896,0.96865094,0.103286214,hard
212,0.9848497,0.98085064,0.10562126,easy
213,0.9715665,0.96421194,0.10238507,hard
214,0.9765486,0.96988547,0.1035938,hard
215,0.3148598,0.02737987,0.015895769,hard
216,0.76675713,0.5838189,0.062117238,hard
217,0.98695475,0.98249424,0.106139444,easy
218,0.7662665,0.59644985,0.061500363,hard
219,0.97094977,0.9569583,0.10224769,hard
22,0.9745111,0.96023816,0.10311263,hard
220,0.96576136,0.9519009,0.10099989,hard
221,0.97343194,0.96573013,0.102837265,hard
222,0.98098457,0.97640353,0.10467391,easy
223,0.97792745,0.9721909,0.1039279,hard
224,0.97389096,0.9668749,0.10294719,hard
225,0.9790182,0.97351587,0.104193926,ambiguous
226,0.9733435,0.9600927,0.10282594,hard
227,0.49637786,0.09141776,0.035945773,hard
228,0.74871117,0.5377742,0.06005498,hard
229,0.9684768,0.9575232,0.10164277,hard
23,0.47107375,0.010750532,0.03872609,hard
230,0.74817085,0.5484611,0.059415985,hard
231,0.9781365,0.9725462,0.1039791,hard
232,0.7478748,0.5416844,0.059655614,hard
233,0.7576561,0.6142316,0.058965053,hard
234,0.9758523,0.9666739,0.1034265,hard
235,0.7417203,0.5798373,0.056664713,hard
236,0.982602,0.97748905,0.105070494,easy
237,0.82301986,0.70464677,0.07088908,hard
238,0.74915713,0.6440621,0.056473393,hard
239,0.78304446,0.70475394,0.062502995,hard
24,0.97673815,0.9664357,0.103644535,hard
240,0.98191136,0.9767728,0.104900986,easy
241,0.42371538,0.15779537,0.023280876,hard
242,0.4651178,0.030896872,0.03526106,hard
243,0.9844095,0.9799074,0.105513625,easy
244,0.4651032,0.10443893,0.02902918,hard
245,0.98527884,0.9816258,0.10572629,easy
246,0.9724639,0.96052474,0.10260974,hard
247,0.97923434,0.973965,0.10424697,ambiguous
248,0.97013783,0.96096957,0.10204155,hard
249,0.97391856,0.966822,0.10295378,hard
25,0.9820233,0.9774478,0.104928285,easy
250,0.7533525,0.55331993,0.060382698,hard
251,0.7597625,0.6403836,0.05863138,hard
252,0.7466995,0.54564637,0.05919817,hard
253,0.9783071,0.9720986,0.10402162,hard
254,0.9833075,0.9791577,0.10524258,easy
255,0.98086137,0.9755547,0.104643926,easy
256,0.97432905,0.9620787,0.10306258,hard
257,0.51108766,0.07887554,0.040458754,hard
258,0.97537744,0.9699434,0.10330723,hard
259,0.97888297,0.97252303,0.10416214,hard
26,0.97672266,0.96906763,0.10363665,hard
260,0.75588465,0.63622427,0.058301926,hard
261,0.97730017,0.96694255,0.1037817,hard
262,0.984108,0.97987396,0.10543954,easy
263,0.48431864,0.05959001,0.036437336,hard
264,0.9660393,0.9510031,0.10106982,hard
265,0.98735005,0.98420244,0.106235966,easy
266,0.98719436,0.98423815,0.106197596,easy
267,0.4896305,0.03611824,0.04014365,hard
268,0.979246,0.9730715,0.10425158,hard
269,0.9789363,0.9686977,0.10418054,hard
27,0.3230815,0.01543656,0.016702708,hard
270,0.98392755,0.97955936,0.10539504,easy
271,0.9743817,0.96030337,0.10308045,hard
272,0.98273486,0.97878,0.10510242,easy
273,0.97301203,0.96603554,0.10273473,hard
274,0.75690913,0.56773496,0.06053902,hard
275,0.81854725,0.67764896,0.07067343,hard
276,0.78301626,0.63957536,0.06371633,hard
277,0.96777433,0.9539153,0.10148218,hard
278,0.40171382,0.13536867,0.02173153,hard
279,0.7437978,0.5886704,0.056780044,hard
28,0.8330807,0.7353633,0.07243598,hard
280,0.47158644,0.008331716,0.03910712,hard
281,0.97780627,0.97191083,0.10389846,hard
282,0.9793602,0.97373575,0.10427728,easy
283,0.7493151,0.5496795,0.059616312,hard
284,0.98047674,0.97501534,0.104550645,easy
285,0.52434057,0.2148723,0.031315602,hard
286,0.9886376,0.98584884,0.10655337,easy
287,0.97176826,0.9574689,0.10244667,hard
288,0.98177916,0.97709244,0.10486865,easy
289,0.98127365,0.97574323,0.10474512,easy
29,0.97737473,0.96511483,0.10380407,hard
290,0.9741581,0.9636773,0.10301744,hard
291,0.9783952,0.9724303,0.10404243,hard
292,0.48137826,0.04091555,0.03773587,hard
293,0.44602343,0.0016215146,0.03425927,hard
294,0.9649922,0.94994885,0.10081625,hard
295,0.73683494,0.52234125,0.05805479,hard
296,0.9820327,0.9780228,0.10493016,easy
297,0.9729777,0.9633228,0.10272904,hard
298,0.7264067,0.5092388,0.056311384,hard
299,0.98273337,0.97851,0.10510217,easy
3,0.97607636,0.9694006,0.10347763,hard
30,0.76529604,0.6442701,0.059731632,hard
300,0.9679969,0.9603417,0.10152333,hard
301,0.9792555,0.9736758,0.10425159,ambiguous
302,0.9749009,0.96574336,0.103195086,hard
303,0.75510496,0.5545684,0.06072874,hard
304,0.9682897,0.95998734,0.10159527,hard
305,0.49673703,0.063661605,0.03881049,hard
306,0.4764479,0.0074064434,0.040329624,hard
307,0.9673893,0.95393836,0.101391934,hard
308,0.42252126,0.15440133,0.02258491,hard
309,0.74817085,0.5484611,0.059415985,hard
31,0.97466177,0.9643096,0.10313928,hard
310,0.9690174,0.9581187,0.101773,hard
311,0.981233,0.97653204,0.10473486,easy
312,0.97601265,0.96912354,0.10346342,hard
313,0.46052057,0.04651609,0.03265394,hard
314,0.45366466,0.016992182,0.03426432,hard
315,0.9704278,0.9602894,0.10211235,hard
316,0.97299325,0.96357554,0.10273253,hard
317,0.97727364,0.96867424,0.103772,hard
318,0.7597683,0.592164,0.06019238,hard
319,0.98391587,0.98012686,0.105391845,easy
32,0.986368,0.9823159,0.10599502,easy
320,0.9799397,0.97414094,0.10441911,easy
321,0.9792802,0.9723817,0.10425981,easy
322,0.9832253,0.979283,0.10522235,easy
323,0.96918654,0.95583075,0.10182408,hard
324,0.9760202,0.9649986,0.10347118,hard
325,0.983479,0.9793655,0.10528461,easy
326,0.9735348,0.96009314,0.10287289,hard
327,0.7399852,0.5302248,0.058384262,hard
328,0.43147743,0.04132852,0.027380843,hard
329,0.9714126,0.9562944,0.1023631,hard
33,0.98155105,0.97717166,0.10481223,easy
330,0.7413478,0.64350873,0.054943293,hard
331,0.97958803,0.97380465,0.10433306,easy
332,0.39140117,0.05145526,0.02189105,hard
333,0.74383277,0.5430012,0.058671467,hard
334,0.98775697,0.9851128,0.10633604,easy
335,0.9751838,0.9663732,0.10326341,hard
336,0.4820393,0.022948712,0.039867003,hard
337,0.97675794,0.9706588,0.10364376,hard
338,0.982011,0.97775924,0.10492488,easy
339,0.96276057,0.9484093,0.10027831,hard
34,0.97848207,0.9725871,0.10406384,hard
340,0.49716905,0.05155772,0.040189084,hard
341,0.4834624,0.076072305,0.03465826,hard
342,0.98290664,0.9768425,0.105145976,easy
343,0.98057336,0.9750787,0.10457493,easy
344,0.9781212,0.9708897,0.10397685,hard
345,0.9752582,0.96320015,0.10328807,hard
346,0.97857636,0.9717856,0.10408871,hard
347,0.7902351,0.71520853,0.063734405,hard
348,0.98541254,0.9821413,0.10575912,easy
349,0.9637357,0.950256,0.10051021,hard
35,0.79818356,0.6589372,0.06654435,hard
350,0.97575355,0.9663614,0.1034029,hard
351,0.98568994,0.9818723,0.10582813,easy
352,0.9834853,0.9792312,0.1052866,easy
353,0.9701957,0.9629247,0.10205395,hard
354,0.9805068,0.97543174,0.10455753,easy
355,0.9622488,0.9507811,0.10014874,hard
356,0.48047614,0.13393229,0.029034805,hard
357,0.97985864,0.97448254,0.104400046,easy
358,0.984127,0.98042625,0.10544365,easy
359,0.49342152,0.045896977,0.039956283,hard
36,0.98051596,0.97568387,0.104559354,easy
360,0.97562534,0.9693018,0.1033687,hard
361,0.48999217,0.027069867,0.04123881,hard
362,0.9786254,0.9735034,0.10409755,ambiguous
363,0.98629785,0.98246294,0.10597748,easy
364,0.5329164,0.11499816,0.04179635,hard
365,0.9662252,0.95233756,0.10111082,hard
366,0.75255865,0.6206616,0.05767834,hard
367,0.9725078,0.9646428,0.10261236,hard
368,0.98013926,0.974822,0.10446793,easy
369,0.9712337,0.9571385,0.102316804,hard
37,0.9727845,0.9623559,0.10268375,hard
370,0.4959667,0.101115376,0.034914233,hard
371,0.9762239,0.96869797,0.10351574,hard
372,0.98029053,0.97512776,0.10450505,easy
373,0.97984296,0.9746827,0.10439535,easy
374,0.9741853,0.96714705,0.10301954,hard
375,0.9706871,0.9630265,0.102172695,hard
376,0.76902354,0.58512604,0.06260046,hard
377,0.98471546,0.98098236,0.105588175,easy
378,0.48513326,0.052508026,0.037378386,hard
379,0.82725865,0.6948068,0.0721639,hard
38,0.975024,0.9682721,0.103222795,hard
380,0.97777915,0.9715997,0.103892826,hard
381,0.9760643,0.96578264,0.10348042,hard
382,0.74741185,0.572174,0.058179047,hard
383,0.97763956,0.97138673,0.10385787,hard
384,0.7176808,0.48422074,0.055643633,hard
385,0.70257026,0.49357015,0.05172321,hard
386,0.44654587,0.020726442,0.032385197,hard
387,0.9813719,0.9761619,0.1047693,easy
388,0.48366168,0.0323897,0.03919893,hard
389,0.75739926,0.5714064,0.06051832,hard
39,0.74779624,0.571332,0.058296748,hard
390,0.5497398,0.18427452,0.03903617,hard
391,0.9744461,0.9622437,0.10309108,hard
392,0.97499245,0.9617902,0.10322647,hard
393,0.75593114,0.585688,0.059546836,hard
394,0.98284125,0.97929096,0.10512792,easy
395,0.5003326,0.062719375,0.03970125,hard
396,0.71868664,0.569752,0.052589037,hard
397,0.9834948,0.9772361,0.105290696,easy
398,0.9759437,0.9701389,0.103445664,hard
399,0.97562873,0.9630164,0.10337967,hard
4,0.98293346,0.97803926,0.10515172,easy
40,0.9799525,0.9747904,0.10442225,easy
400,0.98093057,0.97550637,0.10466147,easy
401,0.97594553,0.96972674,0.103446394,hard
402,0.9856139,0.98193026,0.10580894,easy
403,0.7873935,0.6205696,0.06540968,hard
404,0.975001,0.96518135,0.103221186,hard
405,0.979106,0.9734359,0.10421603,ambiguous
406,0.97531337,0.96881455,0.10329212,hard
407,0.98310626,0.9778881,0.10519422,easy
408,0.77397573,0.58949983,0.063555196,hard
409,0.9804059,0.9744453,0.104534045,easy
41,0.5312457,0.16837403,0.03638324,hard
410,0.9761312,0.96848816,0.10349202,hard
411,0.97407484,0.96268034,0.10299949,hard
412,0.9804223,0.97474056,0.104537494,easy
413,0.7270911,0.5376229,0.05512008,hard
414,0.31878653,0.011407703,0.01887231,hard
415,0.97356826,0.9664592,0.10286866,hard
416,0.49680576,0.05601597,0.039627127,hard
417,0.98710316,0.9833339,0.10617548,easy
418,0.98292345,0.97910047,0.10514831,easy
419,0.9847111,0.98090327,0.10558702,easy
42,0.9751125,0.96301836,0.103253044,hard
420,0.48172712,0.060770452,0.035742793,hard
421,0.98181826,0.97719604,0.10487805,easy
422,0.9746719,0.96815753,0.10313777,hard
423,0.9712871,0.96324074,0.10231732,hard
424,0.7825557,0.6497015,0.06332172,hard
425,0.98264474,0.9787392,0.10508002,easy
426,0.98524076,0.9805929,0.10571803,easy
427,0.97614425,0.9688583,0.10349582,hard
428,0.9801122,0.97364247,0.10446274,easy
429,0.7494782,0.543629,0.059943512,hard
43,0.45358774,0.015017182,0.034483574,hard
430,0.7825295,0.6301682,0.06392117,hard
431,0.9779113,0.97222275,0.103924274,hard
432,0.9814771,0.9765586,0.10479439,easy
433,0.97829187,0.97272635,0.104016274,hard
434,0.9794022,0.9733831,0.10428839,easy
435,0.81453216,0.7013275,0.069035806,hard
436,0.98073524,0.973382,0.10461576,easy
437,0.9661873,0.9510159,0.10110474,hard
438,0.7399451,0.5586258,0.057066195,hard
439,0.34040377,0.052673727,0.016471181,hard
44,0.97615474,0.9694005,0.10349676,hard
440,0.45651862,0.008704543,0.035743516,hard
441,0.988442,0.98430735,0.106505774,easy
442,0.74239784,0.5348109,0.05872922,hard
443,0.98119545,0.9741472,0.104728125,easy
444,0.7835244,0.69168514,0.06275193,hard
445,0.97553396,0.9694523,0.10334609,hard
446,0.98564434,0.9822644,0.10581631,easy
447,0.8035453,0.7060362,0.066804774,hard
448,0.9739819,0.9666743,0.10296918,hard
449,0.74891543,0.59326667,0.057783805,hard
45,0.97514796,0.96121424,0.10326622,hard
450,0.9794022,0.9733831,0.10428839,easy
451,0.977345,0.96756446,0.10379156,hard
452,0.9775104,0.97117186,0.10382662,hard
453,0.97358966,0.9599945,0.1028866,hard
454,0.97586375,0.9670154,0.103428885,hard
455,0.98175174,0.97735703,0.104861446,easy
456,0.9824378,0.97692007,0.10503049,easy
457,0.9761237,0.96364063,0.10349961,hard
458,0.97460186,0.9663088,0.103121884,hard
459,0.3405236,0.007682234,0.017080046,hard
46,0.9637357,0.950256,0.10051021,hard
460,0.9765627,0.96983844,0.10359765,hard
461,0.7901397,0.712588,0.063547954,hard
462,0.96445227,0.9559924,0.10067271,hard
463,0.97555965,0.9633397,0.10336178,hard
464,0.4857545,0.03228256,0.039677586,hard
465,0.9649324,0.9507027,0.10080078,hard
466,0.7513154,0.54831624,0.0601425,hard
467,0.72610426,0.5010961,0.05666661,hard
468,0.9749414,0.9669407,0.103203386,hard
469,0.9804677,0.9756263,0.1045475,easy
47,0.97934145,0.973639,0.10427345,easy
470,0.9784087,0.9719438,0.10404619,hard
471,0.7171674,0.5136872,0.054007165,hard
472,0.9837775,0.9799666,0.10535785,easy
473,0.9673167,0.95628756,0.10136306,hard
474,0.978293,0.9721557,0.10401795,hard
475,0.6940274,0.53689516,0.048423763,hard
476,0.9730287,0.9650581,0.102739975,hard
477,0.97261816,0.96021026,0.1026481,hard
478,0.74203074,0.52895236,0.058933508,hard
479,0.9746867,0.9614021,0.10315236,hard
48,0.48058158,0.050648093,0.036553442,hard
480,0.97523254,0.96808296,0.10327416,hard
481,0.97210264,0.95759463,0.10252855,hard
482,0.9859256,0.98166203,0.105885975,easy
483,0.4999702,0.052548856,0.04072873,hard
484,0.97059524,0.95525825,0.10216582,hard
485,0.96404314,0.9499945,0.10058665,hard
486,0.9712157,0.9558184,0.102316275,hard
487,0.979431,0.97420853,0.10429484,easy
488,0.7712386,0.63173705,0.06136645,hard
489,0.7655337,0.59427947,0.061425574,hard
49,0.9819287,0.9773732,0.10490509,easy
490,0.9680378,0.95188624,0.10155053,hard
491,0.96763635,0.9551422,0.1014496,hard
492,0.7654925,0.5752064,0.062202193,hard
493,0.97726417,0.9704682,0.10376842,hard
494,0.5106517,0.07772195,0.040484816,hard
495,0.9753484,0.96320516,0.103310466,hard
496,0.98520386,0.9816587,0.10570818,easy
497,0.72889245,0.5395391,0.055440012,hard
498,0.66679657,0.3826979,0.05011916,hard
499,0.98546183,0.98110974,0.10577199,easy
5,0.97148323,0.9580249,0.10237552,hard
50,0.96476215,0.95062447,0.10076144,hard
500,0.97113603,0.9603849,0.102284834,hard
501,0.7161714,0.48675907,0.055143826,hard
502,0.97846395,0.970594,0.10406203,hard
503,0.7797422,0.66244155,0.06233892,hard
504,0.9682129,0.95385414,0.101587184,hard
505,0.50732136,0.120066136,0.03553449,hard
506,0.9782864,0.9730686,0.10401567,hard
507,0.949824,0.9345477,0.097205386,hard
508,0.7491938,0.54808664,0.059656434,hard
509,0.9796116,0.9742388,0.10433956,easy
51,0.9782113,0.97165835,0.103998885,hard
510,0.3386781,0.022730172,0.015799398,hard
511,0.7889426,0.65223163,0.06463839,hard
512,0.98067415,0.97492856,0.10459893,easy
513,0.8046445,0.7299055,0.06639022,hard
514,0.7970866,0.67308635,0.065884314,hard
515,0.9629416,0.94822675,0.1003231,hard
516,0.4895298,0.044306576,0.039246432,hard
517,0.7430751,0.54176915,0.058559593,hard
518,0.97502273,0.9672336,0.10322408,hard
519,0.9827604,0.97820485,0.10510904,easy
52,0.4899074,0.06089139,0.03755213,hard
520,0.7579052,0.5888452,0.059873097,hard
521,0.77099836,0.6594546,0.060932193,hard
522,0.98629785,0.98246294,0.10597748,easy
523,0.980913,0.9757749,0.10465765,easy
524,0.98133445,0.9770676,0.104759395,easy
525,0.98569185,0.9822697,0.10582787,easy
526,0.9752364,0.9685577,0.10327332,hard
527,0.75431883,0.5526713,0.060636457,hard
528,0.9739227,0.96000534,0.10296835,hard
529,0.98037696,0.9749347,0.10452666,easy
53,0.7503236,0.5789548,0.05857705,hard
530,0.98388046,0.97981375,0.10538344,easy
531,0.9737264,0.96672016,0.10290711,hard
532,0.72238386,0.55651563,0.053487297,hard
533,0.73468155,0.5532943,0.05613337,hard
534,0.46207547,0.010217667,0.03678607,hard
535,0.7669677,0.60073054,0.061505925,hard
536,0.42089912,0.14100945,0.02363604,hard
537,0.75319254,0.55646884,0.060206484,hard
538,0.45708582,0.022306532,0.034467716,hard
539,0.30969462,0.043458343,0.014634918,hard
54,0.96802783,0.9546483,0.10154201,hard
540,0.9795864,0.97424084,0.104332305,easy
541,0.7541207,0.56611115,0.059989545,hard
542,0.35341874,0.035354227,0.016948912,hard
543,0.97600967,0.9690336,0.10346353,hard
544,0.9754239,0.96275616,0.10332988,hard
545,0.96756315,0.9543411,0.10142721,hard
546,0.98335314,0.97884846,0.10525399,easy
547,0.7344462,0.52064586,0.05759188,hard
548,0.9778175,0.9726617,0.10390123,hard
549,0.97713566,0.971,0.1037358,hard
55,0.9842966,0.97984225,0.10548572,easy
550,0.47307253,0.0654265,0.033538643,hard
551,0.9753052,0.9649612,0.103295684,hard
552,0.7404226,0.5281718,0.058591142,hard
553,0.49489415,0.11529058,0.033381224,hard
554,0.46287814,0.020869851,0.035787996,hard
555,0.8136184,0.72994626,0.06824635,hard
556,0.5490566,0.16239253,0.040881667,hard
557,0.9776224,0.97135884,0.10385481,hard
558,0.48640734,0.036383748,0.03936384,hard
559,0.460894,0.20523676,0.025461785,hard
56,0.9823607,0.9782344,0.10501082,easy
560,0.9757378,0.9654127,0.10340108,hard
561,0.4920376,0.04286456,0.03995318,hard
562,0.97152746,0.96192986,0.10237756,hard
563,0.7324022,0.5201033,0.05715163,hard
564,0.9730319,0.96099156,0.102747895,hard
565,0.9772479,0.9691226,0.10376489,hard
566,0.9762098,0.9657515,0.10351645,hard
567,0.97363317,0.96207154,0.10289213,hard
568,0.39948812,0.12704062,0.022148672,hard
569,0.9815869,0.9769425,0.10482089,easy
57,0.9778756,0.9718574,0.10391612,hard
570,0.9784136,0.9723591,0.10404633,hard
571,0.98133445,0.9770676,0.104759395,easy
572,0.98079246,0.9747593,0.104627855,easy
573,0.9742649,0.9670574,0.103039205,hard
574,0.9739768,0.9610939,0.102978684,hard
575,0.98147315,0.9766844,0.10479392,easy
576,0.97363436,0.96679175,0.10288573,hard
577,0.97775674,0.9713447,0.10388795,hard
578,0.98912406,0.98666215,0.10667332,easy
579,0.96752965,0.9534975,0.10142484,hard
58,0.76312923,0.5945824,0.060823627,hard
580,0.9794645,0.9679343,0.104312435,easy
581,0.77011645,0.6189959,0.061510272,hard
582,0.9765672,0.968233,0.1035994,hard
583,0.46475086,0.043073773,0.033917673,hard
584,0.97744,0.9713025,0.103810355,hard
585,0.9774565,0.971104,0.1038147,hard
586,0.8050733,0.6685357,0.0678054,hard
587,0.9724282,0.9580996,0.1026068,hard
588,0.98175174,0.97735703,0.104861446,easy
589,0.9858737,0.9818234,0.10587306,easy
59,0.9796377,0.9738919,0.10434494,easy
590,0.98123986,0.9758443,0.10473715,easy
591,0.97452307,0.9666182,0.10310154,hard
592,0.40900844,0.15841833,0.02078339,hard
593,0.98473257,0.98022306,0.105592884,easy
594,0.98540235,0.98201823,0.10575673,easy
595,0.9771106,0.96787727,0.103733405,hard
596,0.9852588,0.98178154,0.105721444,easy
597,0.9745079,0.9671782,0.10309831,hard
598,0.98099214,0.9752793,0.10467682,easy
599,0.7282537,0.5120212,0.05660955,hard
6,0.96991605,0.9588193,0.10199046,hard
60,0.74852574,0.5430628,0.059748095,hard
600,0.9714139,0.9589168,0.10235623,hard
601,0.97835827,0.971938,0.10403326,hard
602,0.3789061,0.06924233,0.017728437,hard
603,0.97069496,0.96091217,0.10217647,hard
604,0.97562873,0.9630164,0.10337967,hard
605,0.7960849,0.66304064,0.06594289,hard
606,0.9835179,0.9781614,0.10529542,easy
607,0.6931395,0.5374611,0.04805076,hard
608,0.98469305,0.98076326,0.105583,easy
609,0.9729124,0.9589615,0.10272311,hard
61,0.9782251,0.9687018,0.10400559,hard
610,0.97562814,0.96623254,0.103372455,hard
611,0.9768296,0.9705189,0.103661455,hard
612,0.84643275,0.78880584,0.07457796,hard
613,0.9884604,0.9859571,0.10650946,easy
614,0.9740797,0.96075034,0.10300506,hard
615,0.9895342,0.98712766,0.1067746,easy
616,0.97523075,0.9651821,0.10328078,hard
617,0.96654665,0.9523224,0.10119025,hard
618,0.9760827,0.9697809,0.103479,hard
619,0.9690488,0.9531825,0.10179386,hard
62,0.9739199,0.9644134,0.10295753,hard
620,0.98118985,0.9758739,0.104724884,easy
621,0.4067367,0.070637316,0.022611288,hard
622,0.9757361,0.9603545,0.10341412,hard
623,0.98730963,0.98442453,0.10622583,easy
624,0.9850744,0.9815543,0.10567631,easy
625,0.8117199,0.675587,0.06913385,hard
626,0.98663586,0.9831963,0.10606033,easy
627,0.9797891,0.9738573,0.10438293,easy
628,0.97424984,0.967389,0.10303408,hard
629,0.9827482,0.9786453,0.10510532,easy
63,0.9780092,0.97267807,0.10394827,hard
630,0.97238696,0.9646051,0.10258322,hard
631,0.9806881,0.9755199,0.10460197,easy
632,0.98104066,0.97549945,0.10468866,easy
633,0.9790663,0.9732129,0.104206584,hard
634,0.9738686,0.96678114,0.10294228,hard
635,0.9712337,0.9571385,0.102316804,hard
636,0.97435915,0.96172637,0.10307099,hard
637,0.97771627,0.972393,0.10387675,hard
638,0.9747864,0.9616899,0.10317594,hard
639,0.9796417,0.97447944,0.104345836,easy
64,0.9657584,0.95187765,0.100999296,hard
640,0.49857622,0.067080885,0.038852222,hard
641,0.9810656,0.97586626,0.104693845,easy
642,0.4856703,0.060909927,0.036592968,hard
643,0.98137945,0.97624993,0.104771495,easy
644,0.96925855,0.95780706,0.101832464,hard
645,0.42046642,0.020562291,0.027200438,hard
