object,confidence,count_gap,variability,difficulty
1128,0.97175604,0.9626014,0.102434166,easy
113,0.4976521,0.17618603,0.02944332,hard
1130,0.84070987,0.73251176,0.07425848,hard
1131,0.73946416,0.5695084,0.056558955,hard
1132,0.9597966,0.94715196,0.09956452,hard
1133,0.47349468,0.047320366,0.03538273,hard
1134,0.8443436,0.7665404,0.07447456,hard
1135,0.56418186,0.20529142,0.04040958,hard
1136,0.7725067,0.63135076,0.061664235,hard
1137,0.48023677,0.08521542,0.03313548,hard
1138,0.9438253,0.9211973,0.0958197,hard
1139,0.69496727,0.47255608,0.051119722,hard
114,0.55690527,0.37338346,0.030525953,hard
1140,0.9660098,0.95579195,0.10104927,easy
1141,0.30043635,0.027257442,0.010910671,hard
1142,0.46143785,0.01878202,0.035744347,hard
1143,0.6865658,0.47163254,0.04934146,hard
1144,0.58332264,0.41147882,0.03336198,hard
1145,0.4782763,0.058496386,0.035279725,hard
1146,0.971387,0.9620589,0.10234505,easy
1147,0.94544894,0.9256282,0.09618837,hard
1148,0.9699257,0.9603357,0.10199209,easy
1149,0.9696426,0.96002066,0.10192381,easy
115,0.96580786,0.9508499,0.10101198,easy
1150,0.8011237,0.71312904,0.06596358,hard
1151,0.5596406,0.34580684,0.031477503,hard
1152,0.6170777,0.4282694,0.03839939,hard
1153,0.61411965,0.44189423,0.037228033,hard
1154,0.7548254,0.59949523,0.0588386,hard
1155,0.6268312,0.50355357,0.037788067,hard
1156,0.3475767,0.06883076,0.016981484,hard
1157,0.9686973,0.95879036,0.10169601,easy
1158,0.67665344,0.5247971,0.045263343,hard
1159,0.6702387,0.43399727,0.04771097,hard
116,0.7958961,0.64012474,0.06664991,hard
1160,0.851914,0.8158418,0.0755347,hard
1161,0.9634011,0.95289385,0.10042337,ambiguous
1162,0.36258164,0.114583075,0.01409041,hard
1163,0.35061216,0.025271505,0.020481419,hard
1164,0.9705375,0.9605681,0.10213989,easy
1165,0.507585,0.08225736,0.03931304,hard
1166,0.65744525,0.54897887,0.041190885,hard
1167,0.9648708,0.9507225,0.10078442,hard
1168,0.97524816,0.96299744,0.10328702,easy
1169,0.32163,0.016437918,0.014634324,hard
117,0.70986044,0.5118709,0.05250578,hard
1170,0.64874524,0.4411747,0.04286892,hard
1171,0.39447016,0.18739259,0.015742442,hard
1172,0.58177865,0.4049108,0.03327635,hard
1173,0.45645353,0.023795873,0.03414491,hard
1174,0.7229445,0.55649304,0.053482853,hard
1175,0.96519375,0.9546539,0.10085357,easy
1176,0.4592767,0.102778226,0.027856247,hard
1177,0.90057147,0.86440533,0.08604874,hard
1178,0.96474475,0.9543158,0.10074561,ambiguous
1179,0.96966445,0.96000445,0.10192918,easy
118,0.6031001,0.40029484,0.037287433,hard
1180,0.9664284,0.9561222,0.10115023,easy
1181,0.971657,0.9623819,0.102409706,easy
1182,0.96608627,0.9509879,0.101079375,easy
1183,0.9664284,0.9561222,0.10115023,easy
1184,0.76848763,0.64323044,0.06047094,hard
1185,0.7639211,0.65961957,0.05909713,hard
1186,0.96529037,0.9498246,0.10088915,easy
1187,0.5542139,0.26234066,0.034192596,hard
1188,0.73318803,0.525535,0.05705635,hard
1189,0.73253256,0.5611317,0.05551309,hard
119,0.70686376,0.49192703,0.05278004,hard
1190,0.49826458,0.12012848,0.033668067,hard
1191,0.46522284,0.030662358,0.035317603,hard
1192,0.9686151,0.958756,0.10167629,easy
1193,0.8059994,0.72157276,0.06686791,hard
1194,0.7725067,0.63135076,0.061664235,hard
1195,0.8458803,0.74222136,0.07522727,hard
1196,0.76788473,0.6433836,0.06045559,hard
1197,0.83612466,0.7702706,0.07254424,hard
1198,0.96534425,0.9500009,0.10090173,easy
1199,0.5906894,0.42097867,0.034273874,hard
12,0.3807453,0.094504625,0.019072277,hard
120,0.72848386,0.53274614,0.055661242,hard
1200,0.9705376,0.9611337,0.102139644,easy
1201,0.9719588,0.9627771,0.10248306,easy
1202,0.96452624,0.9485697,0.10070702,hard
1203,0.7684804,0.7094049,0.05952033,hard
1204,0.9579601,0.94664305,0.099124424,hard
1205,0.97602135,0.9653801,0.103471406,easy
1206,0.8609422,0.8258049,0.07745579,hard
1207,0.9693704,0.9597146,0.10185814,easy
1208,0.9659344,0.95231223,0.10103846,easy
1209,0.59720737,0.3735415,0.035979476,hard
121,0.8488028,0.7720968,0.07539282,hard
1210,0.70561606,0.49432817,0.052360747,hard
1211,0.3752885,0.08657491,0.016626224,hard
1212,0.9712711,0.9620207,0.10231674,easy
1213,0.965415,0.9550858,0.10090639,easy
1214,0.9658829,0.9512573,0.101029,easy
1215,0.95818996,0.9469625,0.099178895,hard
1216,0.9657856,0.9508011,0.10100666,easy
1217,0.88848376,0.8379697,0.08353628,hard
1218,0.8739747,0.8195845,0.0803598,hard
1219,0.46292993,0.026641756,0.035237454,hard
122,0.5833032,0.38507798,0.033910282,hard
1220,0.69965464,0.48913622,0.051296994,hard
1221,0.7606692,0.6923437,0.058083616,hard
1222,0.83776575,0.72890884,0.07366477,hard
1223,0.9639536,0.9514487,0.100559525,hard
1224,0.9720976,0.9627956,0.10251694,easy
1225,0.8869724,0.81659704,0.08337855,hard
1226,0.46148887,0.023252666,0.03528308,hard
1227,0.3330016,0.031948537,0.014287971,hard
1228,0.97189564,0.96274316,0.10246779,easy
1229,0.29734778,0.005777031,0.015898101,hard
123,0.96574533,0.951059,0.10099607,easy
1230,0.96538216,0.9527534,0.100903116,easy
1231,0.47915232,0.058992267,0.035422157,hard
1232,0.2938958,0.014416277,0.015145405,hard
1233,0.7440481,0.58191216,0.057247736,hard
1234,0.9700238,0.96049136,0.10201575,easy
1235,0.96408194,0.95271224,0.100588,ambiguous
1236,0.6881079,0.45788652,0.050374296,hard
1237,0.94523156,0.9302806,0.096120715,hard
1238,0.5549836,0.17536885,0.041002683,hard
1239,0.32790303,0.053695112,0.014011637,hard
124,0.9704461,0.96097237,0.10211769,easy
1240,0.47889432,0.07419965,0.033825733,hard
1241,0.9733933,0.96353424,0.10283136,easy
1242,0.9700238,0.96049136,0.10201575,easy
1243,0.9688861,0.9591014,0.10174145,easy
1244,0.89203936,0.82710403,0.08441961,hard
1245,0.6052419,0.40727374,0.03657256,hard
1246,0.9705368,0.96108097,0.1021396,easy
1247,0.9659344,0.95231223,0.10103846,easy
1248,0.75267833,0.6513482,0.057049125,hard
1249,0.96966445,0.96000445,0.10192918,easy
125,0.57918465,0.41477382,0.032381646,hard
1250,0.96543616,0.95501167,0.100911744,easy
1251,0.96896183,0.9593445,0.101759575,easy
1252,0.6806205,0.43986613,0.049704783,hard
1253,0.8263331,0.7050942,0.0716413,hard
1254,0.96608627,0.9509879,0.101079375,easy
1255,0.507585,0.08225736,0.03931304,hard
1256,0.22374244,0.026905477,0.0042569735,hard
1257,0.69089925,0.4794246,0.049900368,hard
1258,0.94602007,0.927617,0.09631689,hard
1259,0.66698647,0.48392075,0.045010097,hard
126,0.9709256,0.9615189,0.102233544,easy
1260,0.8410666,0.75639176,0.07394243,hard
1261,0.5592912,0.35013175,0.03074586,hard
1262,0.7590322,0.6056092,0.059542175,hard
1263,0.5940738,0.3683985,0.03562581,hard
1264,0.7038108,0.5027473,0.051602714,hard
1265,0.44670296,0.022779435,0.032225594,hard
1266,0.6060988,0.40948057,0.03623064,hard
1267,0.63491136,0.5242686,0.03772196,hard
1268,0.97014004,0.96062636,0.10204371,easy
1269,0.34244168,0.002714038,0.020467779,hard
127,0.96561337,0.9509537,0.10096427,easy
1270,0.61923826,0.34677127,0.042072237,hard
1271,0.9774645,0.97143126,0.10381594,easy
1272,0.57288533,0.38527325,0.033131167,hard
1273,0.5917654,0.2742097,0.040985473,hard
1274,0.45237666,0.21372822,0.019700512,hard
1275,0.72219247,0.50940645,0.055343807,hard
1276,0.507585,0.08225736,0.03931304,hard
1277,0.96580786,0.9508499,0.10101198,easy
1278,0.75679755,0.62672776,0.058424525,hard
1279,0.84996146,0.76493037,0.07571238,hard
128,0.9698108,0.9602069,0.10196435,easy
1280,0.9654939,0.95513433,0.10092562,easy
1281,0.96579826,0.95075756,0.10100987,easy
1282,0.70686376,0.49192703,0.05278004,hard
1283,0.72654396,0.60391957,0.053401235,hard
1284,0.325704,0.031103343,0.015565346,hard
1285,0.52352476,0.28931668,0.028225899,hard
1286,0.7182624,0.5089692,0.054491755,hard
1287,0.9447456,0.9238995,0.09602729,hard
1288,0.7347358,0.5433108,0.056581892,hard
1289,0.33694577,0.067159116,0.015797107,hard
129,0.8219874,0.7167606,0.0703747,hard
1290,0.4916543,0.09388882,0.0348992,hard
1291,0.5051096,0.17802113,0.030356761,hard
1292,0.7680617,0.64436793,0.060344767,hard
1293,0.9646582,0.954265,0.10072472,ambiguous
1294,0.5313002,0.22433326,0.032062434,hard
1295,0.9688861,0.9591014,0.10174145,easy
1296,0.8740072,0.83798826,0.080201,hard
1297,0.96630937,0.9561918,0.10112105,easy
1298,0.32347807,0.010725647,0.014636678,hard
1299,0.33462846,0.026605189,0.019821526,hard
13,0.47406626,0.05204928,0.035015177,hard
130,0.73702884,0.5350401,0.057477713,hard
1300,0.47406626,0.05204928,0.035015177,hard
1301,0.8154475,0.67438686,0.07003166,hard
1302,0.96465313,0.9542269,0.10072355,ambiguous
1303,0.9657277,0.95125294,0.10099123,easy
1304,0.48137742,0.07276085,0.034535553,hard
1305,0.9678545,0.9578023,0.101493046,easy
1306,0.3281567,0.09305921,0.011658062,hard
1307,0.7428784,0.5479809,0.058212057,hard
1308,0.47489214,0.050230175,0.03538218,hard
1309,0.6267993,0.35176775,0.04316541,hard
131,0.87432516,0.79568595,0.08076865,hard
1310,0.9707101,0.96128,0.102181464,easy
1311,0.9649456,0.95443517,0.10079406,ambiguous
1312,0.7359574,0.5587278,0.056226317,hard
1313,0.9758322,0.9648239,0.10342613,easy
1314,0.96475095,0.952217,0.100751035,ambiguous
1315,0.49035186,0.23650244,0.025634056,hard
1316,0.97683334,0.96650463,0.103668444,easy
1317,0.46187136,0.025865734,0.035079256,hard
1318,0.9655902,0.9528886,0.100953154,easy
1319,0.83005875,0.7244518,0.07199077,hard
132,0.96949345,0.9599205,0.10188784,easy
1320,0.72389096,0.5126976,0.055566058,hard
1321,0.6901968,0.5295823,0.047989257,hard
1322,0.51189923,0.11811757,0.03672374,hard
1323,0.73927087,0.57243717,0.056553196,hard
1324,0.79576147,0.6370933,0.066731595,hard
1325,0.53647697,0.4255334,0.024917355,hard
1326,0.97248363,0.96327317,0.10261028,easy
1327,0.9719848,0.9628398,0.102489434,easy
1328,0.72766787,0.5197716,0.056076407,hard
1329,0.832288,0.71870834,0.0726548,hard
133,0.97139716,0.9622057,0.10234719,easy
1330,0.9654939,0.95513433,0.10092562,easy
1331,0.9724578,0.962438,0.10260483,easy
1332,0.9706488,0.96103823,0.102166824,easy
1333,0.943002,0.9199718,0.09562869,hard
1334,0.9754259,0.9643103,0.10332754,easy
1335,0.9654997,0.9511242,0.10093603,easy
1336,0.65439236,0.5477886,0.041156016,hard
1337,0.3014383,0.016545415,0.015948836,hard
1338,0.49817437,0.12622395,0.033148475,hard
1339,0.9759428,0.96499115,0.10345294,easy
134,0.9693704,0.9597146,0.10185814,easy
1340,0.49599567,0.2699911,0.024001911,hard
1341,0.96872777,0.95899504,0.10170312,easy
1342,0.9712378,0.96190387,0.10230895,easy
1343,0.34094593,0.016984552,0.02008651,hard
1344,0.97630954,0.9702627,0.10353464,easy
1345,0.44508424,0.1947577,0.019811107,hard
1346,0.68236893,0.44244915,0.049925443,hard
1347,0.96571535,0.9508425,0.10098936,easy
1348,0.9661098,0.95251304,0.10108058,easy
1349,0.7267566,0.52879435,0.055456765,hard
135,0.9693704,0.9597146,0.10185814,easy
1350,0.52295864,0.11036411,0.039951008,hard
1351,0.9696426,0.96002066,0.10192381,easy
1352,0.85283,0.77673274,0.0761533,hard
1353,0.9639173,0.9514822,0.1005507,hard
1354,0.69018954,0.48373735,0.04951318,hard
1355,0.50491536,0.10636827,0.036316957,hard
1356,0.4225911,0.015627235,0.028859459,hard
1357,0.3277858,0.029598713,0.01308902,hard
1358,0.7377846,0.58965385,0.055510655,hard
1359,0.88799554,0.8197327,0.08357703,hard
136,0.8243389,0.7088896,0.07108553,hard
1360,0.9666901,0.95661354,0.10121264,easy
1361,0.966357,0.9561095,0.10113305,easy
1362,0.7758959,0.63964045,0.06215348,hard
1363,0.8391405,0.730753,0.073937334,hard
1364,0.9589978,0.9476176,0.099371545,hard
1365,0.71015036,0.49922967,0.053149886,hard
1366,0.4695652,0.051956624,0.034272008,hard
1367,0.5495119,0.35352853,0.03100669,hard
1368,0.28471565,0.018032044,0.011632441,hard
1369,0.97183865,0.9626753,0.10245407,easy
137,0.89558166,0.83408064,0.085156254,hard
1370,0.96824425,0.95659065,0.101590045,easy
1371,0.8262186,0.741788,0.0708032,hard
1372,0.5095,0.17778644,0.031379405,hard
1373,0.36289668,0.024048775,0.019427404,hard
1374,0.8463674,0.7691915,0.074881606,hard
1375,0.8953258,0.83389586,0.085098624,hard
1376,0.36374402,0.09492442,0.017838292,hard
1377,0.49113688,0.1513811,0.029780682,hard
1378,0.34832162,0.041585743,0.02006225,hard
1379,0.5011159,0.114750415,0.034838628,hard
138,0.7685671,0.62259996,0.061075646,hard
1380,0.72116226,0.50518626,0.055323325,hard
1381,0.50678223,0.08040756,0.039322108,hard
1382,0.682911,0.4658665,0.048830964,hard
1383,0.32278407,0.0076216757,0.016726017,hard
1384,0.9696426,0.96002066,0.10192381,easy
1385,0.9659173,0.95309985,0.10103217,easy
1386,0.96915823,0.95951784,0.10180683,easy
1387,0.36784905,0.1266051,0.012070381,hard
1388,0.73231107,0.6225684,0.053738605,hard
1389,0.5805674,0.25138277,0.040243365,hard
139,0.74025774,0.5694231,0.056748513,hard
1390,0.84047925,0.7502416,0.07383696,hard
1391,0.57932305,0.38492757,0.034065958,hard
1392,0.5700689,0.30371338,0.03447119,hard
1393,0.8088671,0.69901323,0.06785147,hard
1394,0.8349649,0.7734285,0.072247386,hard
1395,0.9659168,0.95106673,0.101037815,easy
1396,0.9653086,0.9514876,0.10088833,easy
1397,0.89646083,0.86101866,0.085173674,hard
1398,0.9691263,0.9594549,0.101799205,easy
1399,0.8086875,0.7276783,0.06724911,hard
14,0.72234076,0.5107491,0.055309743,hard
140,0.9693704,0.9597146,0.10185814,easy
1400,0.96877265,0.9590493,0.101713926,easy
1401,0.7980399,0.64108574,0.067116804,hard
1402,0.35287738,0.008549005,0.01705367,hard
1403,0.96441466,0.94817436,0.10068122,hard
1404,0.884903,0.81645024,0.08290044,hard
1405,0.54784566,0.20850337,0.036575086,hard
1406,0.8001307,0.64540887,0.06744746,hard
1407,0.5893984,0.4116335,0.033883628,hard
1408,0.8470611,0.76274955,0.075058036,hard
1409,0.8448135,0.80809206,0.07406827,hard
141,0.9713111,0.9619975,0.102326654,easy
1410,0.49269238,0.18377888,0.027654324,hard
1411,0.29603788,0.015911222,0.014277589,hard
1412,0.9715465,0.9625001,0.102383174,easy
1413,0.50595593,0.0790506,0.03927505,hard
1414,0.5480453,0.38449502,0.027069997,hard
1415,0.5976119,0.42941743,0.03463406,hard
1416,0.72610754,0.54929477,0.05459516,hard
1417,0.62495726,0.5045231,0.03642286,hard
1418,0.61334795,0.4347598,0.037239257,hard
1419,0.96451116,0.953947,0.100689985,ambiguous
142,0.7403134,0.55727077,0.057233907,hard
1420,0.9661098,0.95251304,0.10108058,easy
1421,0.97584176,0.96353966,0.10343159,easy
1422,0.490295,0.13814259,0.030526396,hard
1423,0.9664284,0.9561222,0.10115023,easy
1424,0.5464042,0.33211493,0.031169374,hard
1425,0.79183984,0.70188206,0.06424688,hard
1426,0.8951469,0.84337616,0.084999286,hard
1427,0.4324047,0.004415095,0.031392388,hard
1428,0.5483042,0.20578682,0.037064083,hard
1429,0.74997246,0.56274736,0.05916924,hard
143,0.8875787,0.8209922,0.0834597,hard
1430,0.7365393,0.61795324,0.054726664,hard
1431,0.9649342,0.9508772,0.100799516,hard
1432,0.96639967,0.95605075,0.10114326,easy
1433,0.96824425,0.95659065,0.101590045,easy
1434,0.33334416,0.043234617,0.019373821,hard
1435,0.46566513,0.044093966,0.034169257,hard
1436,0.8985225,0.8513501,0.0856674,hard
1437,0.84883434,0.78681153,0.0751366,hard
1438,0.9641439,0.9492455,0.10061164,hard
1439,0.6038388,0.46784037,0.034919325,hard
144,0.46136162,0.017174631,0.03590304,hard
1440,0.96411175,0.9490727,0.100604884,hard
1441,0.5549836,0.17536885,0.041002683,hard
1442,0.489192,0.08220753,0.035279058,hard
1443,0.4637699,0.07324743,0.030917365,hard
1444,0.70392567,0.4869445,0.052375793,hard
1445,0.44393593,0.008626312,0.03315532,hard
1446,0.83586216,0.72537637,0.07331225,hard
1447,0.9707101,0.96128,0.102181464,easy
1448,0.71356535,0.52552456,0.052801784,hard
1449,0.419185,0.06477648,0.024852257,hard
145,0.45706818,0.014868528,0.035215963,hard
1450,0.96588403,0.95066804,0.101031095,easy
1451,0.6700512,0.4586978,0.0464755,hard
1452,0.9663264,0.95253736,0.10113328,easy
1453,0.9599426,0.9489981,0.09959658,hard
1454,0.70116526,0.48554778,0.0518299,hard
1455,0.88760644,0.8188306,0.08349848,hard
1456,0.9715901,0.96234566,0.1023941,easy
1457,0.56888485,0.3706966,0.033219576,hard
1458,0.7544644,0.5988257,0.058771938,hard
1459,0.45319813,0.19904366,0.022500116,hard
146,0.81568325,0.69130725,0.06957934,hard
1460,0.4038252,0.029904246,0.024940334,hard
1461,0.6129855,0.2942452,0.04416828,hard
1462,0.46220338,0.024141312,0.03534646,hard
1463,0.96575737,0.9553652,0.10098901,easy
1464,0.6881114,0.46243265,0.050130278,hard
1465,0.9721326,0.9627158,0.10252514,easy
1466,0.7148471,0.509143,0.053715896,hard
1467,0.96581286,0.95128167,0.10101192,easy
1468,0.8507903,0.7502463,0.07618453,hard
1469,0.39773813,0.14243966,0.01608849,hard
147,0.61907715,0.3494711,0.041887905,hard
1470,0.907416,0.86932194,0.08756777,hard
1471,0.6887341,0.47747195,0.049646113,hard
1472,0.44692552,0.021823317,0.032376934,hard
1473,0.70686376,0.49192703,0.05278004,hard
1474,0.45286542,0.13857049,0.023821939,hard
1475,0.5802922,0.43203354,0.030892644,hard
1476,0.63936204,0.38579905,0.043768756,hard
1477,0.96613556,0.95245194,0.10108692,easy
1478,0.8348804,0.7237702,0.073125236,hard
1479,0.77848226,0.6306466,0.062993415,hard
148,0.33691338,0.03423646,0.019855903,hard
1480,0.87319565,0.7938414,0.08053758,hard
1481,0.8299268,0.73679864,0.07181516,hard
1482,0.9649299,0.95439506,0.10079023,ambiguous
1483,0.7226676,0.5106038,0.055392057,hard
1484,0.47963247,0.086351365,0.03293055,hard
1485,0.79761493,0.67330456,0.06599358,hard
1486,0.7336359,0.54215413,0.056394003,hard
1487,0.5024786,0.19773689,0.028554369,hard
1488,0.9656983,0.95096636,0.1009849,easy
1489,0.33532396,0.0061983764,0.019964788,hard
149,0.46282393,0.027706653,0.035105273,hard
1490,0.5540348,0.22870919,0.036392417,hard
1491,0.44358808,0.060512513,0.028234454,hard
1492,0.965647,0.9502205,0.10097472,easy
1493,0.59190357,0.29465854,0.039508756,hard
1494,0.746182,0.586305,0.05755751,hard
1495,0.48003513,0.11230087,0.03061968,hard
1496,0.89401263,0.86988354,0.08450075,hard
1497,0.7777427,0.659134,0.062041186,hard
1498,0.32843426,0.054935217,0.01647011,hard
1499,0.9654796,0.9550883,0.1009221,easy
15,0.9694798,0.959911,0.101884335,easy
150,0.9424411,0.91831064,0.09550271,hard
1500,0.44986305,0.01344946,0.03378781,hard
1501,0.3833475,0.049540102,0.020327859,hard
1502,0.8352898,0.74710834,0.07271838,hard
1503,0.9733434,0.963701,0.10281886,easy
1504,0.96606153,0.95582396,0.10106189,easy
1505,0.97159934,0.96208566,0.10239614,easy
1506,0.40939295,0.091216326,0.02027193,hard
1507,0.5205951,0.10504323,0.039948303,hard
1509,0.43920398,0.06063214,0.027583517,hard
151,0.7950773,0.67185324,0.06546384,hard
1510,0.8814156,0.80810297,0.08221431,hard
1511,0.7429854,0.5748496,0.057128996,hard
1512,0.46433765,0.031707942,0.035016738,hard
1513,0.8112053,0.73545,0.06768249,hard
1514,0.35750425,0.048057497,0.018624907,hard
1515,0.9733434,0.963701,0.10281886,easy
1516,0.55874926,0.31623024,0.03244905,hard
1517,0.9694717,0.9598102,0.10188262,easy
1518,0.97121364,0.9614696,0.1023033,easy
1519,0.9686973,0.95879036,0.10169601,easy
152,0.47664684,0.23507138,0.024132192,hard
1520,0.96875215,0.95897114,0.10170912,easy
1521,0.72319126,0.5360503,0.054360885,hard
1522,0.9645636,0.94983536,0.10071264,hard
1523,0.7288288,0.60712034,0.053408083,hard
1524,0.96832776,0.9583927,0.101607,easy
