object,confidence,count_gap,variability,difficulty
298,0.95250773,0.9395325,0.123514496,easy
299,0.9079686,0.8811544,0.109925896,hard
301,0.70532274,0.6220293,0.058273528,hard
305,0.28031772,0.021509647,0.006688772,hard
307,0.39548677,0.14068913,0.015645662,hard
308,0.41161987,0.25807276,0.012472838,hard
309,0.31596878,0.13552274,0.0058721635,hard
310,0.29781526,0.029968232,0.00761915,hard
312,0.6252191,0.43016416,0.04514079,hard
313,0.9455397,0.9276421,0.12134156,easy
314,0.39956442,0.18993339,0.013581631,hard
315,0.9211343,0.8971256,0.11386535,hard
317,0.3316269,0.060071558,0.0107224295,hard
318,0.94546074,0.9276928,0.12131673,easy
319,0.95704997,0.94676477,0.12494364,easy
32,0.95745796,0.94723266,0.12507261,easy
321,0.94571954,0.9278398,0.121397674,easy
322,0.56883764,0.37194544,0.03512201,hard
323,0.87446827,0.83667225,0.10028076,hard
325,0.6511886,0.5697325,0.046997983,hard
326,0.95821184,0.9481032,0.12531097,easy
327,0.95821184,0.9481032,0.12531097,easy
33,0.88005334,0.83474755,0.10188275,hard
331,0.66497874,0.5240376,0.051295575,hard
332,0.8746011,0.8267584,0.1003466,hard
333,0.29225597,0.10249776,0.0052948683,hard
334,0.38883057,0.22096352,0.011102714,hard
335,0.9078803,0.8688144,0.109971635,hard
337,0.7398537,0.65444374,0.0659923,hard
338,0.90842056,0.8779144,0.11008873,hard
340,0.7700363,0.6906744,0.073401265,hard
342,0.9452006,0.9274285,0.12123553,easy
344,0.92209417,0.89840025,0.114156574,hard
346,0.747495,0.6816816,0.06765611,hard
349,0.9476733,0.9302785,0.1220065,easy
35,0.5922514,0.39725852,0.039122034,hard
350,0.9476733,0.9302785,0.1220065,easy
351,0.40018302,0.14382985,0.016572567,hard
352,0.2956889,0.081434906,0.005045188,hard
355,0.9065492,0.87874275,0.10950938,hard
358,0.4008399,0.19350699,0.013367236,hard
36,0.51642394,0.32563826,0.02643388,hard
360,0.919911,0.8937483,0.11350157,hard
362,0.82582676,0.7762071,0.08698196,hard
365,0.90804785,0.86808205,0.11002981,hard
366,0.95652896,0.94619733,0.124779105,easy
368,0.94509465,0.92710996,0.12120321,easy
37,0.38446313,0.12019369,0.014505102,hard
374,0.9570753,0.94673365,0.12495157,easy
376,0.54743797,0.3366685,0.032129206,hard
378,0.92826724,0.906644,0.11602237,easy
379,0.9040932,0.87741804,0.108777516,hard
380,0.65643305,0.5529715,0.048272595,hard
385,0.65608674,0.50007737,0.049932864,hard
386,0.5566301,0.42388058,0.031602047,hard
388,0.7891115,0.70882004,0.077804804,hard
389,0.9272396,0.904701,0.11571013,easy
390,0.4085885,0.23718487,0.013228488,hard
393,0.9594018,0.94973725,0.12568802,easy
394,0.9307235,0.9095795,0.116770305,easy
395,0.9053593,0.87689865,0.109160095,hard
397,0.2999445,0.11770649,0.0043978565,hard
398,0.42262945,0.26371348,0.014394268,hard
40,0.8061797,0.7581921,0.08183543,hard
400,0.8813558,0.8494073,0.102181084,hard
401,0.687535,0.5913453,0.054777965,hard
402,0.55389875,0.37720954,0.03170723,hard
403,0.75546306,0.63443273,0.0704935,hard
404,0.80159575,0.7494829,0.08069233,hard
406,0.9256115,0.90516394,0.11521203,ambiguous
407,0.72135544,0.620283,0.062027976,hard
408,0.40663272,0.25801528,0.012410306,hard
409,0.9270274,0.9023508,0.115654774,hard
411,0.94500136,0.9265963,0.12117532,easy
412,0.72111714,0.5424208,0.064633265,hard
413,0.27910146,0.013770282,0.0076108086,hard
414,0.6457358,0.53530765,0.04657122,hard
416,0.38244575,0.13630643,0.013878982,hard
417,0.9289475,0.9074513,0.11622975,easy
418,0.49972764,0.3109237,0.024505401,hard
42,0.95930344,0.9494452,0.12565681,easy
420,0.3254728,0.06515488,0.009414868,hard
422,0.773689,0.697163,0.073927484,hard
423,0.9036489,0.86095303,0.10874638,hard
425,0.76219565,0.66468745,0.07190015,hard
426,0.8252908,0.73013353,0.08751761,hard
427,0.39861336,0.21840534,0.013102842,hard
428,0.9477516,0.93055516,0.12203082,easy
429,0.49079114,0.32802454,0.02206138,hard
43,0.7669766,0.67968863,0.07270434,hard
430,0.9477516,0.93055516,0.12203082,easy
431,0.9477516,0.93055516,0.12203082,easy
432,0.9258143,0.9032603,0.115278095,hard
434,0.45128313,0.27747586,0.017681273,hard
440,0.9244513,0.9015673,0.11486357,hard
441,0.9081917,0.8805677,0.10999598,hard
444,0.6552074,0.57032526,0.047977354,hard
445,0.92091334,0.8889046,0.113859914,hard
447,0.9562604,0.9458784,0.124694265,easy
448,0.64157,0.51145786,0.045882735,hard
449,0.885344,0.8297532,0.10356214,hard
450,0.95717645,0.9468904,0.12498353,easy
452,0.89255625,0.8628838,0.10541374,hard
453,0.87734944,0.83795935,0.1010643,hard
454,0.93458384,0.91414994,0.1179541,easy
455,0.96194285,0.952611,0.12649482,easy
457,0.9581214,0.947933,0.12528239,easy
458,0.2997277,0.12023255,0.0054627773,hard
459,0.8390047,0.7830962,0.09064526,hard
460,0.9579906,0.9478148,0.12524113,easy
461,0.27513912,0.055389598,0.005318931,hard
463,0.71203446,0.6108295,0.05991262,hard
466,0.36521256,0.11146015,0.012535856,hard
467,0.9590842,0.94915926,0.12558734,easy
468,0.83947444,0.7529417,0.09115546,hard
469,0.7565267,0.6355622,0.07094636,hard
470,0.90869945,0.86900496,0.11022168,hard
471,0.38903862,0.21749607,0.010566811,hard
472,0.7681596,0.6937771,0.072554305,hard
473,0.37213778,0.16581516,0.011962733,hard
474,0.9446087,0.9266047,0.121052094,easy
475,0.34925416,0.11483301,0.010154561,hard
478,0.4286434,0.0948872,0.02436356,hard
48,0.9110328,0.87116796,0.110920034,hard
483,0.29740772,0.0067872703,0.009604464,hard
488,0.95804864,0.948038,0.12525938,easy
489,0.9289257,0.90953964,0.11621883,easy
49,0.2905694,0.039472252,0.0073907413,hard
490,0.53876317,0.3818752,0.029630916,hard
491,0.8302544,0.7389448,0.08876116,hard
497,0.5325881,0.37896848,0.027817825,hard
499,0.52512294,0.27784202,0.031226017,hard
500,0.8435971,0.78672606,0.091864295,hard
501,0.95733577,0.9471544,0.125034,easy
506,0.90614986,0.87451005,0.1094202,hard
508,0.9319495,0.91237414,0.117143124,easy
51,0.9127975,0.8841711,0.1113863,hard
511,0.7613443,0.6401806,0.07209363,hard
512,0.51412404,0.372594,0.025532527,hard
513,0.66434956,0.557855,0.049895436,hard
514,0.2987154,0.051253468,0.0068055955,hard
516,0.28656542,0.012972474,0.009010994,hard
517,0.91460294,0.87934875,0.1119546,hard
519,0.9328748,0.9167176,0.117417045,easy
52,0.80788887,0.75853413,0.08233196,hard
521,0.9605645,0.95097315,0.12605682,easy
522,0.4198858,0.24306823,0.015231066,hard
523,0.39333788,0.1802212,0.012858629,hard
527,0.42688057,0.21454239,0.015706634,hard
53,0.39221483,0.21181926,0.011903466,hard
533,0.95806396,0.9480491,0.12526436,easy
534,0.38033232,0.14277019,0.013804407,hard
536,0.92855114,0.9068107,0.11610795,easy
537,0.5393827,0.36520872,0.029328438,hard
538,0.95709705,0.9467959,0.12495849,easy
542,0.28881067,0.035049826,0.0060963766,hard
543,0.41607162,0.14767358,0.017472273,hard
544,0.9289897,0.90739673,0.11624148,easy
547,0.83627427,0.7716311,0.08990466,hard
548,0.46687165,0.3159004,0.019443795,hard
55,0.6140958,0.38410076,0.04531723,hard
550,0.28702798,0.0075641572,0.0094326,hard
551,0.9122809,0.88788414,0.11120734,hard
555,0.9513122,0.93884414,0.12313813,easy
556,0.96035063,0.95076215,0.12598886,easy
557,0.96035063,0.95076215,0.12598886,easy
558,0.9063006,0.88080996,0.10943294,hard
559,0.88612354,0.8312399,0.103779145,hard
560,0.9262237,0.903467,0.1154016,hard
561,0.90495664,0.87666684,0.10903919,hard
562,0.37530184,0.13183202,0.0126335025,hard
564,0.9322731,0.91125834,0.11724604,easy
566,0.96007663,0.9504572,0.12590209,easy
567,0.4608866,0.25618035,0.02041618,hard
57,0.9094151,0.8794473,0.11038264,hard
570,0.9592667,0.9494493,0.12564524,easy
571,0.74053985,0.6746285,0.06605203,hard
572,0.7752213,0.70362586,0.07433486,hard
573,0.9583951,0.94847375,0.12536909,easy
575,0.3729334,0.017206162,0.019914923,hard
576,0.7268522,0.6432664,0.062977284,hard
581,0.9578467,0.9476059,0.12519553,easy
582,0.31508893,0.07009679,0.0077747256,hard
583,0.5283577,0.35617828,0.028311878,hard
584,0.5236048,0.36958003,0.02693841,hard
585,0.9095935,0.8851011,0.1104083,hard
586,0.38612083,0.17178054,0.012427356,hard
589,0.87870836,0.8322198,0.10150728,hard
590,0.27497354,0.043841854,0.0057809004,hard
592,0.53974676,0.38124067,0.028935045,hard
594,0.8341963,0.7678001,0.08936798,hard
595,0.94562656,0.9277509,0.121368945,easy
597,0.9284356,0.90610474,0.11607584,easy
599,0.88120925,0.84964377,0.10213089,hard
60,0.9458056,0.92798704,0.121424265,easy
600,0.7414417,0.6104974,0.06741459,hard
601,0.29757985,0.011773437,0.009499243,hard
606,0.9128399,0.8846564,0.111396424,hard
607,0.9476078,0.9302167,0.12198597,easy
608,0.7497925,0.66525537,0.06834923,hard
610,0.8828002,0.8259494,0.10284343,hard
612,0.5125364,0.35785463,0.024757788,hard
613,0.42895526,0.034474254,0.030336393,hard
614,0.39726362,0.1696791,0.013614699,hard
615,0.7772032,0.7126522,0.074665375,hard
617,0.92417395,0.90096104,0.11478171,hard
618,0.4986779,0.36084086,0.0233858,hard
621,0.9214588,0.8896904,0.11402377,hard
623,0.38603455,0.17323579,0.011826378,hard
624,0.34556913,0.06814745,0.012897103,hard
625,0.9054566,0.8773028,0.10918719,hard
626,0.9466365,0.92903244,0.12168336,easy
627,0.87196267,0.8340198,0.09954684,hard
63,0.6510178,0.54989195,0.04724577,hard
631,0.83720964,0.7779589,0.09016911,hard
633,0.95904285,0.9491601,0.12557426,easy
634,0.76100415,0.68561506,0.07096515,hard
635,0.41900125,0.16959652,0.017917467,hard
637,0.51954883,0.23685157,0.032252684,hard
640,0.26772422,0.06751846,0.004606977,hard
642,0.9455623,0.92771196,0.121348776,easy
647,0.70490056,0.63415223,0.058055297,hard
648,0.38579732,0.22921984,0.010533019,hard
65,0.29110757,0.05104719,0.0066307844,hard
650,0.8329835,0.7614629,0.08917552,hard
653,0.94638747,0.92891705,0.12160481,easy
654,0.27314037,0.066308945,0.0041223387,hard
655,0.42011067,0.25618094,0.013398867,hard
658,0.5094528,0.258873,0.029997922,hard
659,0.3721644,0.19892627,0.009853444,hard
66,0.83923835,0.77151567,0.090809256,hard
660,0.5512734,0.43188995,0.030057656,hard
662,0.6998491,0.62165177,0.05697374,hard
664,0.38915068,0.12122512,0.015149935,hard
666,0.9294959,0.9103824,0.116392486,easy
667,0.2613734,0.061041772,0.0036867019,hard
669,0.30564472,0.1192327,0.0056405873,hard
67,0.8784814,0.8449307,0.101385206,hard
670,0.5393826,0.39125904,0.02865447,hard
671,0.9254544,0.90449524,0.11516551,hard
7,0.36337397,0.10451135,0.011986005,hard
70,0.54029346,0.40935788,0.028369782,hard
71,0.5311475,0.372006,0.0281254,hard
72,0.2849433,0.075149134,0.006212441,hard
73,0.7610709,0.6628699,0.07165295,hard
75,0.94593143,0.9281643,0.121463366,easy
79,0.9046153,0.87630826,0.10893849,hard
8,0.9593799,0.9494692,0.12568101,easy
80,0.95559645,0.9450324,0.12448484,easy
81,0.9521728,0.93973887,0.12340849,easy
82,0.3054028,0.091050655,0.0054541803,hard
86,0.74540615,0.6777305,0.067135,hard
87,0.38599965,0.1562178,0.012603044,hard
89,0.28521296,0.00018668175,0.01002387,hard
9,0.9593799,0.9494692,0.12568101,easy
90,0.38539487,0.15727395,0.012918585,hard
91,0.9465962,0.929041,0.12167015,easy
92,0.7069067,0.51947445,0.06183313,hard
93,0.9561113,0.945581,0.12464716,easy
94,0.9057489,0.86490566,0.10935265,hard
95,0.40132993,0.19651793,0.013184655,hard
98,0.2609401,0.010301173,0.004992794,hard
